run,p,num_stable,frac_unstable
1,1,1.0,0.0
1,2,2.0,0.0
1,3,3.0,0.0
1,4,4.0,0.0
1,5,5.0,0.0
1,6,6.0,0.0
1,7,7.0,0.0
1,8,8.0,0.0
1,9,9.0,0.0
1,10,10.0,0.0
1,11,11.0,0.0
1,12,12.0,0.0
1,13,13.0,0.0
1,14,14.0,0.0
1,15,15.0,0.0
1,16,15.0,0.0625
1,17,16.0,0.058823529411764705
1,18,17.0,0.05555555555555555
1,19,16.0,0.15789473684210525
1,20,17.0,0.15
1,21,15.0,0.2857142857142857
1,22,16.0,0.2727272727272727
1,23,15.0,0.34782608695652173
1,24,15.0,0.375
1,25,14.0,0.44
1,26,16.0,0.38461538461538464
1,27,18.0,0.3333333333333333
1,28,17.0,0.39285714285714285
1,29,18.0,0.3793103448275862
1,30,15.0,0.5
1,31,17.0,0.45161290322580644
1,32,14.0,0.5625
1,33,12.0,0.6363636363636364
1,34,10.0,0.7058823529411765
1,35,12.0,0.6571428571428571
1,36,12.0,0.6666666666666666
1,37,10.0,0.7297297297297297
1,38,6.0,0.8421052631578947
1,39,6.0,0.8461538461538461
1,40,3.0,0.925
1,41,4.0,0.9024390243902439
1,42,4.0,0.9047619047619048
1,43,1.0,0.9767441860465116
1,44,1.0,0.9772727272727273
1,45,3.0,0.9333333333333333
1,46,2.0,0.9565217391304348
1,47,1.0,0.9787234042553191
1,48,1.0,0.9791666666666666
1,49,1.0,0.9795918367346939
1,50,1.0,0.98
1,51,1.0,0.9803921568627451
1,52,1.0,0.9807692307692307
1,53,1.0,0.9811320754716981
1,54,0.0,1.0
1,55,0.0,1.0
1,56,0.0,1.0
1,57,0.0,1.0
1,58,0.0,1.0
1,59,0.0,1.0
1,60,0.0,1.0
1,61,0.0,1.0
1,62,0.0,1.0
1,63,0.0,1.0
1,64,0.0,1.0
1,65,0.0,1.0
1,66,0.0,1.0
1,67,0.0,1.0
1,68,0.0,1.0
1,69,0.0,1.0
1,70,0.0,1.0
1,71,0.0,1.0
1,72,0.0,1.0
1,73,0.0,1.0
1,74,0.0,1.0
1,75,0.0,1.0
1,76,0.0,1.0
1,77,0.0,1.0
1,78,0.0,1.0
1,79,0.0,1.0
1,80,0.0,1.0
1,81,0.0,1.0
1,82,0.0,1.0
1,83,0.0,1.0
1,84,0.0,1.0
1,85,0.0,1.0
1,86,0.0,1.0
1,87,0.0,1.0
1,88,0.0,1.0
1,89,0.0,1.0
1,90,0.0,1.0
1,91,0.0,1.0
1,92,0.0,1.0
1,93,0.0,1.0
1,94,0.0,1.0
1,95,0.0,1.0
1,96,0.0,1.0
1,97,0.0,1.0
1,98,0.0,1.0
1,99,0.0,1.0
1,100,0.0,1.0
2,1,1.0,0.0
2,2,2.0,0.0
2,3,3.0,0.0
2,4,4.0,0.0
2,5,5.0,0.0
2,6,6.0,0.0
2,7,7.0,0.0
2,8,8.0,0.0
2,9,9.0,0.0
2,10,10.0,0.0
2,11,11.0,0.0
2,12,12.0,0.0
2,13,13.0,0.0
2,14,14.0,0.0
2,15,15.0,0.0
2,16,15.0,0.0625
2,17,16.0,0.058823529411764705
2,18,17.0,0.05555555555555555
2,19,19.0,0.0
2,20,19.0,0.05
2,21,19.0,0.09523809523809523
2,22,20.0,0.09090909090909091
2,23,21.0,0.08695652173913043
2,24,19.0,0.20833333333333334
2,25,20.0,0.2
2,26,21.0,0.19230769230769232
2,27,18.0,0.3333333333333333
2,28,15.0,0.4642857142857143
2,29,12.0,0.5862068965517241
2,30,12.0,0.6
2,31,10.0,0.6774193548387096
2,32,14.0,0.5625
2,33,13.0,0.6060606060606061
2,34,10.0,0.7058823529411765
2,35,9.0,0.7428571428571429
2,36,7.0,0.8055555555555556
2,37,5.0,0.8648648648648649
2,38,4.0,0.8947368421052632
2,39,2.0,0.9487179487179487
2,40,2.0,0.95
2,41,3.0,0.926829268292683
2,42,3.0,0.9285714285714286
2,43,2.0,0.9534883720930233
2,44,1.0,0.9772727272727273
2,45,1.0,0.9777777777777777
2,46,2.0,0.9565217391304348
2,47,0.0,1.0
2,48,1.0,0.9791666666666666
2,49,0.0,1.0
2,50,0.0,1.0
2,51,0.0,1.0
2,52,0.0,1.0
2,53,0.0,1.0
2,54,0.0,1.0
2,55,0.0,1.0
2,56,0.0,1.0
2,57,0.0,1.0
2,58,0.0,1.0
2,59,0.0,1.0
2,60,0.0,1.0
2,61,0.0,1.0
2,62,0.0,1.0
2,63,0.0,1.0
2,64,0.0,1.0
2,65,0.0,1.0
2,66,0.0,1.0
2,67,0.0,1.0
2,68,0.0,1.0
2,69,0.0,1.0
2,70,0.0,1.0
2,71,0.0,1.0
2,72,0.0,1.0
2,73,0.0,1.0
2,74,0.0,1.0
2,75,0.0,1.0
2,76,0.0,1.0
2,77,0.0,1.0
2,78,0.0,1.0
2,79,0.0,1.0
2,80,0.0,1.0
2,81,0.0,1.0
2,82,0.0,1.0
2,83,0.0,1.0
2,84,0.0,1.0
2,85,0.0,1.0
2,86,0.0,1.0
2,87,0.0,1.0
2,88,0.0,1.0
2,89,0.0,1.0
2,90,0.0,1.0
2,91,0.0,1.0
2,92,0.0,1.0
2,93,0.0,1.0
2,94,0.0,1.0
2,95,0.0,1.0
2,96,0.0,1.0
2,97,0.0,1.0
2,98,0.0,1.0
2,99,0.0,1.0
2,100,0.0,1.0
3,1,1.0,0.0
3,2,2.0,0.0
3,3,3.0,0.0
3,4,4.0,0.0
3,5,5.0,0.0
3,6,6.0,0.0
3,7,7.0,0.0
3,8,8.0,0.0
3,9,9.0,0.0
3,10,10.0,0.0
3,11,11.0,0.0
3,12,12.0,0.0
3,13,13.0,0.0
3,14,14.0,0.0
3,15,15.0,0.0
3,16,16.0,0.0
3,17,16.0,0.058823529411764705
3,18,16.0,0.1111111111111111
3,19,17.0,0.10526315789473684
3,20,18.0,0.1
3,21,18.0,0.14285714285714285
3,22,19.0,0.13636363636363635
3,23,20.0,0.13043478260869565
3,24,19.0,0.20833333333333334
3,25,17.0,0.32
3,26,11.0,0.5769230769230769
3,27,10.0,0.6296296296296297
3,28,9.0,0.6785714285714286
3,29,10.0,0.6551724137931034
3,30,10.0,0.6666666666666666
3,31,7.0,0.7741935483870968
3,32,5.0,0.84375
3,33,7.0,0.7878787878787878
3,34,6.0,0.8235294117647058
3,35,4.0,0.8857142857142857
3,36,4.0,0.8888888888888888
3,37,5.0,0.8648648648648649
3,38,5.0,0.868421052631579
3,39,4.0,0.8974358974358975
3,40,3.0,0.925
3,41,3.0,0.926829268292683
3,42,3.0,0.9285714285714286
3,43,3.0,0.9302325581395349
3,44,3.0,0.9318181818181818
3,45,2.0,0.9555555555555556
3,46,1.0,0.9782608695652174
3,47,1.0,0.9787234042553191
3,48,0.0,1.0
3,49,0.0,1.0
3,50,0.0,1.0
3,51,0.0,1.0
3,52,0.0,1.0
3,53,0.0,1.0
3,54,0.0,1.0
3,55,0.0,1.0
3,56,0.0,1.0
3,57,0.0,1.0
3,58,0.0,1.0
3,59,0.0,1.0
3,60,0.0,1.0
3,61,0.0,1.0
3,62,0.0,1.0
3,63,0.0,1.0
3,64,0.0,1.0
3,65,0.0,1.0
3,66,0.0,1.0
3,67,0.0,1.0
3,68,0.0,1.0
3,69,0.0,1.0
3,70,0.0,1.0
3,71,0.0,1.0
3,72,0.0,1.0
3,73,0.0,1.0
3,74,0.0,1.0
3,75,0.0,1.0
3,76,0.0,1.0
3,77,0.0,1.0
3,78,0.0,1.0
3,79,0.0,1.0
3,80,0.0,1.0
3,81,0.0,1.0
3,82,0.0,1.0
3,83,0.0,1.0
3,84,0.0,1.0
3,85,0.0,1.0
3,86,0.0,1.0
3,87,0.0,1.0
3,88,0.0,1.0
3,89,0.0,1.0
3,90,0.0,1.0
3,91,0.0,1.0
3,92,0.0,1.0
3,93,0.0,1.0
