run,p,num_stable,frac_unstable
3,94,0.0,1.0
3,95,0.0,1.0
3,96,0.0,1.0
3,97,0.0,1.0
3,98,0.0,1.0
3,99,0.0,1.0
3,100,0.0,1.0
4,1,1.0,0.0
4,2,2.0,0.0
4,3,3.0,0.0
4,4,4.0,0.0
4,5,5.0,0.0
4,6,6.0,0.0
4,7,7.0,0.0
4,8,8.0,0.0
4,9,9.0,0.0
4,10,10.0,0.0
4,11,11.0,0.0
4,12,12.0,0.0
4,13,13.0,0.0
4,14,14.0,0.0
4,15,14.0,0.06666666666666667
4,16,15.0,0.0625
4,17,15.0,0.11764705882352941
4,18,16.0,0.1111111111111111
4,19,17.0,0.10526315789473684
4,20,17.0,0.15
4,21,17.0,0.19047619047619047
4,22,18.0,0.18181818181818182
4,23,19.0,0.17391304347826086
4,24,20.0,0.16666666666666666
4,25,20.0,0.2
4,26,19.0,0.2692307692307692
4,27,19.0,0.2962962962962963
4,28,18.0,0.35714285714285715
4,29,18.0,0.3793103448275862
4,30,17.0,0.43333333333333335
4,31,16.0,0.4838709677419355
4,32,13.0,0.59375
4,33,11.0,0.6666666666666666
4,34,9.0,0.7352941176470589
4,35,9.0,0.7428571428571429
4,36,10.0,0.7222222222222222
4,37,10.0,0.7297297297297297
4,38,7.0,0.8157894736842105
4,39,7.0,0.8205128205128205
4,40,8.0,0.8
4,41,6.0,0.8536585365853658
4,42,5.0,0.8809523809523809
4,43,6.0,0.8604651162790697
4,44,6.0,0.8636363636363636
4,45,6.0,0.8666666666666667
4,46,3.0,0.9347826086956522
4,47,2.0,0.9574468085106383
4,48,2.0,0.9583333333333334
4,49,2.0,0.9591836734693877
4,50,0.0,1.0
4,51,0.0,1.0
4,52,0.0,1.0
4,53,1.0,0.9811320754716981
4,54,1.0,0.9814814814814815
4,55,0.0,1.0
4,56,1.0,0.9821428571428571
4,57,1.0,0.9824561403508771
4,58,1.0,0.9827586206896551
4,59,0.0,1.0
4,60,0.0,1.0
4,61,0.0,1.0
4,62,0.0,1.0
4,63,0.0,1.0
4,64,0.0,1.0
4,65,0.0,1.0
4,66,0.0,1.0
4,67,0.0,1.0
4,68,0.0,1.0
4,69,0.0,1.0
4,70,0.0,1.0
4,71,0.0,1.0
4,72,0.0,1.0
4,73,0.0,1.0
4,74,0.0,1.0
4,75,0.0,1.0
4,76,0.0,1.0
4,77,0.0,1.0
4,78,0.0,1.0
4,79,0.0,1.0
4,80,0.0,1.0
4,81,0.0,1.0
4,82,0.0,1.0
4,83,0.0,1.0
4,84,0.0,1.0
4,85,0.0,1.0
4,86,0.0,1.0
4,87,0.0,1.0
4,88,0.0,1.0
4,89,0.0,1.0
4,90,0.0,1.0
4,91,0.0,1.0
4,92,0.0,1.0
4,93,0.0,1.0
4,94,0.0,1.0
4,95,0.0,1.0
4,96,0.0,1.0
4,97,0.0,1.0
4,98,0.0,1.0
4,99,0.0,1.0
4,100,0.0,1.0
5,1,1.0,0.0
5,2,2.0,0.0
5,3,3.0,0.0
5,4,4.0,0.0
5,5,5.0,0.0
5,6,6.0,0.0
5,7,7.0,0.0
5,8,8.0,0.0
5,9,9.0,0.0
5,10,10.0,0.0
5,11,11.0,0.0
5,12,12.0,0.0
5,13,13.0,0.0
5,14,14.0,0.0
5,15,15.0,0.0
5,16,16.0,0.0
5,17,17.0,0.0
5,18,18.0,0.0
5,19,19.0,0.0
5,20,19.0,0.05
5,21,21.0,0.0
5,22,22.0,0.0
5,23,23.0,0.0
5,24,23.0,0.041666666666666664
5,25,19.0,0.24
5,26,21.0,0.19230769230769232
5,27,19.0,0.2962962962962963
5,28,20.0,0.2857142857142857
5,29,13.0,0.5517241379310345
5,30,17.0,0.43333333333333335
5,31,17.0,0.45161290322580644
5,32,10.0,0.6875
5,33,11.0,0.6666666666666666
5,34,13.0,0.6176470588235294
5,35,14.0,0.6
5,36,15.0,0.5833333333333334
5,37,15.0,0.5945945945945946
5,38,13.0,0.6578947368421053
5,39,11.0,0.717948717948718
5,40,6.0,0.85
5,41,5.0,0.8780487804878049
5,42,6.0,0.8571428571428571
5,43,6.0,0.8604651162790697
5,44,4.0,0.9090909090909091
5,45,2.0,0.9555555555555556
5,46,2.0,0.9565217391304348
5,47,1.0,0.9787234042553191
5,48,0.0,1.0
5,49,0.0,1.0
5,50,0.0,1.0
5,51,1.0,0.9803921568627451
5,52,0.0,1.0
5,53,0.0,1.0
5,54,0.0,1.0
5,55,0.0,1.0
5,56,0.0,1.0
5,57,0.0,1.0
5,58,0.0,1.0
5,59,0.0,1.0
5,60,0.0,1.0
5,61,0.0,1.0
5,62,0.0,1.0
5,63,0.0,1.0
5,64,0.0,1.0
5,65,0.0,1.0
5,66,0.0,1.0
5,67,0.0,1.0
5,68,0.0,1.0
5,69,0.0,1.0
5,70,0.0,1.0
5,71,0.0,1.0
5,72,0.0,1.0
5,73,0.0,1.0
5,74,0.0,1.0
5,75,0.0,1.0
5,76,0.0,1.0
5,77,0.0,1.0
5,78,0.0,1.0
5,79,0.0,1.0
5,80,0.0,1.0
5,81,0.0,1.0
5,82,0.0,1.0
5,83,0.0,1.0
5,84,0.0,1.0
5,85,0.0,1.0
5,86,0.0,1.0
5,87,0.0,1.0
5,88,0.0,1.0
5,89,0.0,1.0
5,90,0.0,1.0
5,91,0.0,1.0
5,92,0.0,1.0
5,93,0.0,1.0
5,94,0.0,1.0
5,95,0.0,1.0
5,96,0.0,1.0
5,97,0.0,1.0
5,98,0.0,1.0
5,99,0.0,1.0
5,100,0.0,1.0
