run,p,num_stable,frac_unstable
1,1,1.0,0.0
1,2,2.0,0.0
1,3,3.0,0.0
1,4,4.0,0.0
1,5,5.0,0.0
1,6,6.0,0.0
1,7,7.0,0.0
1,8,8.0,0.0
1,9,9.0,0.0
1,10,10.0,0.0
1,11,11.0,0.0
1,12,12.0,0.0
1,13,13.0,0.0
1,14,14.0,0.0
1,15,15.0,0.0
1,16,16.0,0.0
1,17,17.0,0.0
1,18,17.0,0.05555555555555555
1,19,16.0,0.15789473684210525
1,20,16.0,0.2
1,21,17.0,0.19047619047619047
1,22,20.0,0.09090909090909091
1,23,18.0,0.21739130434782608
1,24,19.0,0.20833333333333334
1,25,19.0,0.24
1,26,17.0,0.34615384615384615
1,27,17.0,0.37037037037037035
1,28,14.0,0.5
1,29,14.0,0.5172413793103449
1,30,12.0,0.6
1,31,15.0,0.5161290322580645
1,32,12.0,0.625
1,33,7.0,0.7878787878787878
1,34,7.0,0.7941176470588235
1,35,10.0,0.7142857142857143
1,36,9.0,0.75
1,37,8.0,0.7837837837837838
1,38,11.0,0.7105263157894737
1,39,7.0,0.8205128205128205
1,40,8.0,0.8
1,41,7.0,0.8292682926829268
1,42,7.0,0.8333333333333334
1,43,6.0,0.8604651162790697
1,44,4.0,0.9090909090909091
1,45,3.0,0.9333333333333333
1,46,4.0,0.9130434782608695
1,47,3.0,0.9361702127659575
1,48,0.0,1.0
1,49,0.0,1.0
1,50,1.0,0.98
2,1,1.0,0.0
2,2,2.0,0.0
2,3,3.0,0.0
2,4,4.0,0.0
2,5,5.0,0.0
2,6,6.0,0.0
2,7,7.0,0.0
2,8,8.0,0.0
2,9,9.0,0.0
2,10,10.0,0.0
2,11,11.0,0.0
2,12,12.0,0.0
2,13,13.0,0.0
2,14,14.0,0.0
2,15,15.0,0.0
2,16,15.0,0.0625
2,17,17.0,0.0
2,18,17.0,0.05555555555555555
2,19,19.0,0.0
2,20,20.0,0.0
2,21,20.0,0.047619047619047616
2,22,21.0,0.045454545454545456
2,23,22.0,0.043478260869565216
2,24,22.0,0.08333333333333333
2,25,21.0,0.16
2,26,24.0,0.07692307692307693
2,27,21.0,0.2222222222222222
2,28,20.0,0.2857142857142857
2,29,17.0,0.41379310344827586
2,30,15.0,0.5
2,31,12.0,0.6129032258064516
2,32,13.0,0.59375
2,33,13.0,0.6060606060606061
2,34,13.0,0.6176470588235294
2,35,10.0,0.7142857142857143
2,36,8.0,0.7777777777777778
2,37,9.0,0.7567567567567568
2,38,7.0,0.8157894736842105
2,39,7.0,0.8205128205128205
2,40,7.0,0.825
2,41,6.0,0.8536585365853658
2,42,4.0,0.9047619047619048
2,43,2.0,0.9534883720930233
2,44,2.0,0.9545454545454546
2,45,1.0,0.9777777777777777
2,46,1.0,0.9782608695652174
2,47,1.0,0.9787234042553191
2,48,1.0,0.9791666666666666
2,49,1.0,0.9795918367346939
2,50,1.0,0.98
3,1,1.0,0.0
3,2,2.0,0.0
3,3,3.0,0.0
3,4,4.0,0.0
3,5,5.0,0.0
3,6,6.0,0.0
3,7,7.0,0.0
3,8,8.0,0.0
3,9,9.0,0.0
3,10,10.0,0.0
3,11,11.0,0.0
3,12,12.0,0.0
3,13,13.0,0.0
3,14,14.0,0.0
3,15,15.0,0.0
3,16,16.0,0.0
3,17,17.0,0.0
3,18,17.0,0.05555555555555555
3,19,18.0,0.05263157894736842
3,20,16.0,0.2
3,21,18.0,0.14285714285714285
3,22,19.0,0.13636363636363635
3,23,18.0,0.21739130434782608
3,24,18.0,0.25
3,25,19.0,0.24
3,26,20.0,0.23076923076923078
3,27,18.0,0.3333333333333333
3,28,18.0,0.35714285714285715
3,29,17.0,0.41379310344827586
3,30,11.0,0.6333333333333333
3,31,9.0,0.7096774193548387
3,32,10.0,0.6875
3,33,9.0,0.7272727272727273
3,34,6.0,0.8235294117647058
3,35,4.0,0.8857142857142857
3,36,5.0,0.8611111111111112
3,37,4.0,0.8918918918918919
3,38,3.0,0.9210526315789473
3,39,5.0,0.8717948717948718
3,40,3.0,0.925
3,41,2.0,0.9512195121951219
3,42,2.0,0.9523809523809523
3,43,2.0,0.9534883720930233
3,44,1.0,0.9772727272727273
3,45,2.0,0.9555555555555556
3,46,1.0,0.9782608695652174
3,47,1.0,0.9787234042553191
3,48,1.0,0.9791666666666666
3,49,1.0,0.9795918367346939
3,50,2.0,0.96
4,1,1.0,0.0
4,2,2.0,0.0
4,3,3.0,0.0
4,4,4.0,0.0
4,5,5.0,0.0
4,6,6.0,0.0
4,7,7.0,0.0
4,8,8.0,0.0
4,9,9.0,0.0
4,10,10.0,0.0
4,11,11.0,0.0
4,12,12.0,0.0
4,13,13.0,0.0
4,14,14.0,0.0
4,15,15.0,0.0
4,16,16.0,0.0
4,17,17.0,0.0
4,18,17.0,0.05555555555555555
4,19,18.0,0.05263157894736842
4,20,18.0,0.1
4,21,20.0,0.047619047619047616
4,22,16.0,0.2727272727272727
4,23,17.0,0.2608695652173913
4,24,16.0,0.3333333333333333
4,25,18.0,0.28
4,26,18.0,0.3076923076923077
4,27,16.0,0.4074074074074074
4,28,16.0,0.42857142857142855
4,29,17.0,0.41379310344827586
4,30,17.0,0.43333333333333335
4,31,15.0,0.5161290322580645
4,32,13.0,0.59375
4,33,11.0,0.6666666666666666
4,34,12.0,0.6470588235294118
4,35,8.0,0.7714285714285715
4,36,8.0,0.7777777777777778
4,37,8.0,0.7837837837837838
4,38,6.0,0.8421052631578947
4,39,7.0,0.8205128205128205
4,40,4.0,0.9
4,41,2.0,0.9512195121951219
4,42,3.0,0.9285714285714286
4,43,3.0,0.9302325581395349
4,44,2.0,0.9545454545454546
4,45,3.0,0.9333333333333333
4,46,2.0,0.9565217391304348
4,47,2.0,0.9574468085106383
4,48,2.0,0.9583333333333334
4,49,2.0,0.9591836734693877
4,50,2.0,0.96
5,1,1.0,0.0
5,2,2.0,0.0
5,3,3.0,0.0
5,4,4.0,0.0
5,5,5.0,0.0
5,6,6.0,0.0
5,7,7.0,0.0
5,8,8.0,0.0
5,9,9.0,0.0
5,10,10.0,0.0
5,11,11.0,0.0
5,12,12.0,0.0
5,13,13.0,0.0
5,14,14.0,0.0
5,15,15.0,0.0
5,16,16.0,0.0
5,17,17.0,0.0
5,18,18.0,0.0
5,19,18.0,0.05263157894736842
5,20,18.0,0.1
5,21,19.0,0.09523809523809523
5,22,19.0,0.13636363636363635
5,23,20.0,0.13043478260869565
5,24,19.0,0.20833333333333334
5,25,18.0,0.28
5,26,17.0,0.34615384615384615
5,27,17.0,0.37037037037037035
5,28,15.0,0.4642857142857143
5,29,15.0,0.4827586206896552
5,30,12.0,0.6
5,31,14.0,0.5483870967741935
5,32,11.0,0.65625
5,33,7.0,0.7878787878787878
5,34,10.0,0.7058823529411765
5,35,7.0,0.8
5,36,9.0,0.75
5,37,9.0,0.7567567567567568
5,38,8.0,0.7894736842105263
5,39,6.0,0.8461538461538461
5,40,5.0,0.875
5,41,2.0,0.9512195121951219
5,42,1.0,0.9761904761904762
5,43,3.0,0.9302325581395349
5,44,4.0,0.9090909090909091
5,45,6.0,0.8666666666666667
5,46,2.0,0.9565217391304348
5,47,0.0,1.0
5,48,1.0,0.9791666666666666
5,49,0.0,1.0
5,50,0.0,1.0
