run,p,num_stable,frac_unstable
1,1,1.0,0.0
1,2,2.0,0.0
1,3,3.0,0.0
1,4,4.0,0.0
1,5,5.0,0.0
1,6,6.0,0.0
1,7,7.0,0.0
1,8,8.0,0.0
1,9,9.0,0.0
1,10,10.0,0.0
1,11,11.0,0.0
1,12,12.0,0.0
1,13,13.0,0.0
1,14,14.0,0.0
1,15,15.0,0.0
1,16,16.0,0.0
1,17,17.0,0.0
1,18,18.0,0.0
1,19,19.0,0.0
1,20,20.0,0.0
1,21,21.0,0.0
1,22,22.0,0.0
1,23,23.0,0.0
1,24,24.0,0.0
1,25,25.0,0.0
1,26,26.0,0.0
1,27,27.0,0.0
1,28,28.0,0.0
1,29,29.0,0.0
1,30,30.0,0.0
1,31,31.0,0.0
1,32,31.0,0.03125
1,33,31.0,0.06060606060606061
1,34,32.0,0.058823529411764705
1,35,33.0,0.05714285714285714
1,36,32.0,0.1111111111111111
1,37,34.0,0.08108108108108109
1,38,35.0,0.07894736842105263
1,39,33.0,0.15384615384615385
1,40,35.0,0.125
1,41,31.0,0.24390243902439024
1,42,29.0,0.30952380952380953
1,43,30.0,0.3023255813953488
1,44,29.0,0.3409090909090909
1,45,30.0,0.3333333333333333
1,46,32.0,0.30434782608695654
1,47,29.0,0.3829787234042553
1,48,27.0,0.4375
1,49,28.0,0.42857142857142855
1,50,22.0,0.56
1,51,24.0,0.5294117647058824
1,52,22.0,0.5769230769230769
1,53,22.0,0.5849056603773585
1,54,21.0,0.6111111111111112
1,55,22.0,0.6
1,56,19.0,0.6607142857142857
1,57,18.0,0.6842105263157895
1,58,17.0,0.7068965517241379
1,59,18.0,0.6949152542372882
1,60,16.0,0.7333333333333333
1,61,13.0,0.7868852459016393
1,62,11.0,0.8225806451612904
1,63,10.0,0.8412698412698413
1,64,13.0,0.796875
1,65,10.0,0.8461538461538461
1,66,8.0,0.8787878787878788
1,67,10.0,0.8507462686567164
1,68,7.0,0.8970588235294118
1,69,4.0,0.9420289855072463
1,70,5.0,0.9285714285714286
1,71,3.0,0.9577464788732394
1,72,5.0,0.9305555555555556
1,73,4.0,0.9452054794520548
1,74,3.0,0.9594594594594594
1,75,2.0,0.9733333333333334
1,76,2.0,0.9736842105263158
1,77,2.0,0.974025974025974
1,78,2.0,0.9743589743589743
1,79,1.0,0.9873417721518988
1,80,0.0,1.0
1,81,0.0,1.0
1,82,0.0,1.0
1,83,1.0,0.9879518072289156
1,84,0.0,1.0
1,85,0.0,1.0
1,86,0.0,1.0
1,87,0.0,1.0
1,88,0.0,1.0
1,89,0.0,1.0
1,90,0.0,1.0
1,91,0.0,1.0
1,92,0.0,1.0
1,93,0.0,1.0
1,94,0.0,1.0
1,95,0.0,1.0
1,96,0.0,1.0
1,97,0.0,1.0
1,98,0.0,1.0
1,99,0.0,1.0
1,100,0.0,1.0
1,101,0.0,1.0
1,102,0.0,1.0
1,103,0.0,1.0
1,104,0.0,1.0
1,105,0.0,1.0
1,106,0.0,1.0
1,107,0.0,1.0
1,108,0.0,1.0
1,109,0.0,1.0
1,110,0.0,1.0
1,111,0.0,1.0
1,112,0.0,1.0
1,113,0.0,1.0
1,114,0.0,1.0
1,115,0.0,1.0
1,116,0.0,1.0
1,117,0.0,1.0
1,118,0.0,1.0
1,119,0.0,1.0
1,120,0.0,1.0
1,121,0.0,1.0
1,122,0.0,1.0
1,123,0.0,1.0
1,124,0.0,1.0
1,125,0.0,1.0
1,126,0.0,1.0
1,127,0.0,1.0
1,128,0.0,1.0
1,129,0.0,1.0
1,130,0.0,1.0
1,131,0.0,1.0
1,132,0.0,1.0
1,133,0.0,1.0
1,134,0.0,1.0
1,135,0.0,1.0
1,136,0.0,1.0
1,137,0.0,1.0
1,138,0.0,1.0
1,139,0.0,1.0
1,140,0.0,1.0
1,141,0.0,1.0
1,142,0.0,1.0
1,143,0.0,1.0
1,144,0.0,1.0
1,145,0.0,1.0
1,146,0.0,1.0
1,147,0.0,1.0
1,148,0.0,1.0
1,149,0.0,1.0
1,150,0.0,1.0
1,151,0.0,1.0
1,152,0.0,1.0
1,153,0.0,1.0
1,154,0.0,1.0
1,155,0.0,1.0
1,156,0.0,1.0
1,157,0.0,1.0
1,158,0.0,1.0
1,159,0.0,1.0
1,160,0.0,1.0
1,161,0.0,1.0
1,162,0.0,1.0
1,163,0.0,1.0
1,164,0.0,1.0
1,165,0.0,1.0
1,166,0.0,1.0
1,167,0.0,1.0
1,168,0.0,1.0
1,169,0.0,1.0
1,170,0.0,1.0
1,171,0.0,1.0
1,172,0.0,1.0
1,173,0.0,1.0
1,174,0.0,1.0
1,175,0.0,1.0
1,176,0.0,1.0
1,177,0.0,1.0
1,178,0.0,1.0
1,179,0.0,1.0
1,180,0.0,1.0
1,181,0.0,1.0
1,182,0.0,1.0
1,183,0.0,1.0
1,184,0.0,1.0
1,185,0.0,1.0
1,186,0.0,1.0
1,187,0.0,1.0
1,188,0.0,1.0
1,189,0.0,1.0
1,190,0.0,1.0
1,191,0.0,1.0
1,192,0.0,1.0
1,193,0.0,1.0
1,194,0.0,1.0
1,195,0.0,1.0
1,196,0.0,1.0
1,197,0.0,1.0
1,198,0.0,1.0
1,199,0.0,1.0
1,200,0.0,1.0
2,1,1.0,0.0
2,2,2.0,0.0
2,3,3.0,0.0
2,4,4.0,0.0
2,5,5.0,0.0
2,6,6.0,0.0
2,7,7.0,0.0
2,8,8.0,0.0
2,9,9.0,0.0
2,10,10.0,0.0
2,11,11.0,0.0
2,12,12.0,0.0
2,13,13.0,0.0
2,14,14.0,0.0
2,15,15.0,0.0
2,16,16.0,0.0
2,17,17.0,0.0
2,18,18.0,0.0
2,19,19.0,0.0
2,20,20.0,0.0
2,21,21.0,0.0
2,22,22.0,0.0
2,23,23.0,0.0
2,24,24.0,0.0
2,25,25.0,0.0
2,26,26.0,0.0
2,27,27.0,0.0
2,28,28.0,0.0
2,29,28.0,0.034482758620689655
2,30,30.0,0.0
2,31,30.0,0.03225806451612903
2,32,29.0,0.09375
2,33,32.0,0.030303030303030304
2,34,29.0,0.14705882352941177
2,35,28.0,0.2
2,36,29.0,0.19444444444444445
2,37,28.0,0.24324324324324326
2,38,32.0,0.15789473684210525
2,39,30.0,0.23076923076923078
2,40,29.0,0.275
2,41,31.0,0.24390243902439024
2,42,30.0,0.2857142857142857
2,43,32.0,0.2558139534883721
2,44,33.0,0.25
2,45,31.0,0.3111111111111111
2,46,30.0,0.34782608695652173
2,47,29.0,0.3829787234042553
2,48,30.0,0.375
2,49,25.0,0.4897959183673469
2,50,26.0,0.48
2,51,26.0,0.49019607843137253
2,52,25.0,0.5192307692307693
2,53,23.0,0.5660377358490566
2,54,20.0,0.6296296296296297
2,55,21.0,0.6181818181818182
2,56,20.0,0.6428571428571429
2,57,13.0,0.7719298245614035
2,58,14.0,0.7586206896551724
2,59,17.0,0.711864406779661
2,60,15.0,0.75
2,61,15.0,0.7540983606557377
2,62,12.0,0.8064516129032258
2,63,13.0,0.7936507936507936
2,64,12.0,0.8125
2,65,10.0,0.8461538461538461
2,66,5.0,0.9242424242424242
2,67,4.0,0.9402985074626866
2,68,5.0,0.9264705882352942
2,69,7.0,0.8985507246376812
2,70,3.0,0.9571428571428572
2,71,3.0,0.9577464788732394
2,72,3.0,0.9583333333333334
2,73,3.0,0.958904109589041
2,74,3.0,0.9594594594594594
2,75,2.0,0.9733333333333334
2,76,1.0,0.9868421052631579
2,77,2.0,0.974025974025974
2,78,2.0,0.9743589743589743
2,79,2.0,0.9746835443037974
2,80,0.0,1.0
2,81,1.0,0.9876543209876543
2,82,2.0,0.975609756097561
2,83,0.0,1.0
2,84,3.0,0.9642857142857143
2,85,0.0,1.0
2,86,1.0,0.9883720930232558
2,87,2.0,0.9770114942528736
2,88,1.0,0.9886363636363636
2,89,1.0,0.9887640449438202
