run,p,num_stable,frac_unstable
2,90,0.0,1.0
2,91,0.0,1.0
2,92,2.0,0.9782608695652174
2,93,1.0,0.989247311827957
2,94,1.0,0.9893617021276596
2,95,1.0,0.9894736842105263
2,96,0.0,1.0
2,97,0.0,1.0
2,98,0.0,1.0
2,99,0.0,1.0
2,100,0.0,1.0
2,101,0.0,1.0
2,102,0.0,1.0
2,103,0.0,1.0
2,104,0.0,1.0
2,105,0.0,1.0
2,106,0.0,1.0
2,107,0.0,1.0
2,108,0.0,1.0
2,109,1.0,0.9908256880733946
2,110,0.0,1.0
2,111,0.0,1.0
2,112,0.0,1.0
2,113,0.0,1.0
2,114,0.0,1.0
2,115,0.0,1.0
2,116,0.0,1.0
2,117,0.0,1.0
2,118,0.0,1.0
2,119,0.0,1.0
2,120,0.0,1.0
2,121,0.0,1.0
2,122,0.0,1.0
2,123,0.0,1.0
2,124,0.0,1.0
2,125,0.0,1.0
2,126,0.0,1.0
2,127,0.0,1.0
2,128,0.0,1.0
2,129,0.0,1.0
2,130,0.0,1.0
2,131,0.0,1.0
2,132,0.0,1.0
2,133,0.0,1.0
2,134,0.0,1.0
2,135,0.0,1.0
2,136,0.0,1.0
2,137,0.0,1.0
2,138,0.0,1.0
2,139,0.0,1.0
2,140,0.0,1.0
2,141,0.0,1.0
2,142,0.0,1.0
2,143,0.0,1.0
2,144,0.0,1.0
2,145,0.0,1.0
2,146,0.0,1.0
2,147,0.0,1.0
2,148,0.0,1.0
2,149,0.0,1.0
2,150,0.0,1.0
2,151,0.0,1.0
2,152,0.0,1.0
2,153,0.0,1.0
2,154,0.0,1.0
2,155,0.0,1.0
2,156,0.0,1.0
2,157,0.0,1.0
2,158,0.0,1.0
2,159,0.0,1.0
2,160,0.0,1.0
2,161,0.0,1.0
2,162,0.0,1.0
2,163,0.0,1.0
2,164,0.0,1.0
2,165,0.0,1.0
2,166,0.0,1.0
2,167,0.0,1.0
2,168,0.0,1.0
2,169,0.0,1.0
2,170,0.0,1.0
2,171,0.0,1.0
2,172,0.0,1.0
2,173,0.0,1.0
2,174,0.0,1.0
2,175,0.0,1.0
2,176,0.0,1.0
2,177,0.0,1.0
2,178,0.0,1.0
2,179,0.0,1.0
2,180,0.0,1.0
2,181,0.0,1.0
2,182,0.0,1.0
2,183,0.0,1.0
2,184,0.0,1.0
2,185,0.0,1.0
2,186,0.0,1.0
2,187,0.0,1.0
2,188,0.0,1.0
2,189,0.0,1.0
2,190,0.0,1.0
2,191,0.0,1.0
2,192,0.0,1.0
2,193,0.0,1.0
2,194,0.0,1.0
2,195,0.0,1.0
2,196,0.0,1.0
2,197,0.0,1.0
2,198,0.0,1.0
2,199,0.0,1.0
2,200,0.0,1.0
3,1,1.0,0.0
3,2,2.0,0.0
3,3,3.0,0.0
3,4,4.0,0.0
3,5,5.0,0.0
3,6,6.0,0.0
3,7,7.0,0.0
3,8,8.0,0.0
3,9,9.0,0.0
3,10,10.0,0.0
3,11,11.0,0.0
3,12,12.0,0.0
3,13,13.0,0.0
3,14,14.0,0.0
3,15,15.0,0.0
3,16,16.0,0.0
3,17,17.0,0.0
3,18,18.0,0.0
3,19,19.0,0.0
3,20,20.0,0.0
3,21,21.0,0.0
3,22,22.0,0.0
3,23,23.0,0.0
3,24,24.0,0.0
3,25,25.0,0.0
3,26,26.0,0.0
3,27,26.0,0.037037037037037035
3,28,27.0,0.03571428571428571
3,29,27.0,0.06896551724137931
3,30,28.0,0.06666666666666667
3,31,29.0,0.06451612903225806
3,32,30.0,0.0625
3,33,31.0,0.06060606060606061
3,34,30.0,0.11764705882352941
3,35,31.0,0.11428571428571428
3,36,30.0,0.16666666666666666
3,37,30.0,0.1891891891891892
3,38,31.0,0.18421052631578946
3,39,30.0,0.23076923076923078
3,40,31.0,0.225
3,41,32.0,0.21951219512195122
3,42,31.0,0.2619047619047619
3,43,29.0,0.32558139534883723
3,44,30.0,0.3181818181818182
3,45,32.0,0.28888888888888886
3,46,29.0,0.3695652173913043
3,47,30.0,0.3617021276595745
3,48,27.0,0.4375
3,49,29.0,0.40816326530612246
3,50,28.0,0.44
3,51,28.0,0.45098039215686275
3,52,27.0,0.4807692307692308
3,53,22.0,0.5849056603773585
3,54,23.0,0.5740740740740741
3,55,16.0,0.7090909090909091
3,56,15.0,0.7321428571428571
3,57,10.0,0.8245614035087719
3,58,15.0,0.7413793103448276
3,59,10.0,0.8305084745762712
3,60,11.0,0.8166666666666667
3,61,13.0,0.7868852459016393
3,62,15.0,0.7580645161290323
3,63,12.0,0.8095238095238095
3,64,12.0,0.8125
3,65,10.0,0.8461538461538461
3,66,10.0,0.8484848484848485
3,67,8.0,0.8805970149253731
3,68,3.0,0.9558823529411765
3,69,3.0,0.9565217391304348
3,70,1.0,0.9857142857142858
3,71,3.0,0.9577464788732394
3,72,3.0,0.9583333333333334
3,73,1.0,0.9863013698630136
3,74,2.0,0.972972972972973
3,75,2.0,0.9733333333333334
3,76,1.0,0.9868421052631579
3,77,1.0,0.987012987012987
3,78,2.0,0.9743589743589743
3,79,1.0,0.9873417721518988
3,80,2.0,0.975
3,81,1.0,0.9876543209876543
3,82,2.0,0.975609756097561
3,83,2.0,0.9759036144578314
3,84,0.0,1.0
3,85,1.0,0.9882352941176471
3,86,1.0,0.9883720930232558
3,87,1.0,0.9885057471264368
3,88,2.0,0.9772727272727273
3,89,0.0,1.0
3,90,1.0,0.9888888888888889
3,91,1.0,0.989010989010989
3,92,1.0,0.9891304347826086
3,93,1.0,0.989247311827957
3,94,1.0,0.9893617021276596
3,95,0.0,1.0
3,96,0.0,1.0
3,97,0.0,1.0
3,98,0.0,1.0
3,99,0.0,1.0
3,100,0.0,1.0
3,101,0.0,1.0
3,102,0.0,1.0
3,103,0.0,1.0
3,104,0.0,1.0
3,105,0.0,1.0
3,106,0.0,1.0
3,107,0.0,1.0
3,108,0.0,1.0
3,109,0.0,1.0
3,110,0.0,1.0
3,111,0.0,1.0
3,112,0.0,1.0
3,113,0.0,1.0
3,114,0.0,1.0
3,115,0.0,1.0
3,116,0.0,1.0
3,117,0.0,1.0
3,118,0.0,1.0
3,119,0.0,1.0
3,120,0.0,1.0
3,121,0.0,1.0
3,122,0.0,1.0
3,123,0.0,1.0
3,124,0.0,1.0
3,125,0.0,1.0
3,126,0.0,1.0
3,127,0.0,1.0
3,128,0.0,1.0
3,129,0.0,1.0
3,130,0.0,1.0
3,131,0.0,1.0
3,132,0.0,1.0
3,133,0.0,1.0
3,134,0.0,1.0
3,135,0.0,1.0
3,136,0.0,1.0
3,137,0.0,1.0
3,138,0.0,1.0
3,139,0.0,1.0
3,140,0.0,1.0
3,141,0.0,1.0
3,142,0.0,1.0
3,143,0.0,1.0
3,144,0.0,1.0
3,145,0.0,1.0
3,146,0.0,1.0
3,147,0.0,1.0
3,148,0.0,1.0
3,149,0.0,1.0
3,150,0.0,1.0
3,151,0.0,1.0
3,152,0.0,1.0
3,153,0.0,1.0
3,154,0.0,1.0
3,155,0.0,1.0
3,156,0.0,1.0
3,157,0.0,1.0
3,158,0.0,1.0
3,159,0.0,1.0
3,160,0.0,1.0
3,161,0.0,1.0
3,162,0.0,1.0
3,163,0.0,1.0
3,164,0.0,1.0
3,165,0.0,1.0
3,166,0.0,1.0
3,167,0.0,1.0
3,168,0.0,1.0
3,169,0.0,1.0
3,170,0.0,1.0
3,171,0.0,1.0
3,172,0.0,1.0
3,173,0.0,1.0
3,174,0.0,1.0
3,175,0.0,1.0
3,176,0.0,1.0
3,177,0.0,1.0
3,178,0.0,1.0
3,179,0.0,1.0
3,180,0.0,1.0
3,181,0.0,1.0
3,182,0.0,1.0
3,183,0.0,1.0
3,184,0.0,1.0
3,185,0.0,1.0
3,186,0.0,1.0
3,187,0.0,1.0
3,188,0.0,1.0
3,189,0.0,1.0
3,190,0.0,1.0
3,191,0.0,1.0
3,192,0.0,1.0
3,193,0.0,1.0
3,194,0.0,1.0
3,195,0.0,1.0
3,196,0.0,1.0
3,197,0.0,1.0
3,198,0.0,1.0
3,199,0.0,1.0
3,200,0.0,1.0
4,1,1.0,0.0
4,2,2.0,0.0
4,3,3.0,0.0
4,4,4.0,0.0
4,5,5.0,0.0
4,6,6.0,0.0
4,7,7.0,0.0
4,8,8.0,0.0
4,9,9.0,0.0
4,10,10.0,0.0
4,11,11.0,0.0
4,12,12.0,0.0
4,13,13.0,0.0
4,14,14.0,0.0
4,15,15.0,0.0
4,16,16.0,0.0
4,17,17.0,0.0
4,18,18.0,0.0
4,19,19.0,0.0
4,20,20.0,0.0
4,21,21.0,0.0
4,22,22.0,0.0
4,23,23.0,0.0
4,24,24.0,0.0
4,25,25.0,0.0
4,26,26.0,0.0
4,27,27.0,0.0
4,28,28.0,0.0
4,29,29.0,0.0
4,30,29.0,0.03333333333333333
4,31,30.0,0.03225806451612903
4,32,32.0,0.0
4,33,32.0,0.030303030303030304
4,34,33.0,0.029411764705882353
4,35,34.0,0.02857142857142857
4,36,34.0,0.05555555555555555
4,37,36.0,0.02702702702702703
4,38,35.0,0.07894736842105263
4,39,36.0,0.07692307692307693
4,40,34.0,0.15
4,41,34.0,0.17073170731707318
4,42,35.0,0.16666666666666666
4,43,31.0,0.27906976744186046
4,44,35.0,0.20454545454545456
4,45,31.0,0.3111111111111111
4,46,31.0,0.32608695652173914
4,47,31.0,0.3404255319148936
4,48,29.0,0.3958333333333333
4,49,28.0,0.42857142857142855
4,50,29.0,0.42
4,51,20.0,0.6078431372549019
4,52,24.0,0.5384615384615384
4,53,21.0,0.6037735849056604
4,54,16.0,0.7037037037037037
4,55,15.0,0.7272727272727273
4,56,14.0,0.75
4,57,13.0,0.7719298245614035
4,58,11.0,0.8103448275862069
4,59,10.0,0.8305084745762712
4,60,9.0,0.85
4,61,8.0,0.8688524590163934
4,62,7.0,0.8870967741935484
4,63,6.0,0.9047619047619048
4,64,4.0,0.9375
4,65,3.0,0.9538461538461539
4,66,5.0,0.9242424242424242
4,67,6.0,0.9104477611940298
4,68,4.0,0.9411764705882353
4,69,4.0,0.9420289855072463
4,70,2.0,0.9714285714285714
4,71,3.0,0.9577464788732394
4,72,4.0,0.9444444444444444
4,73,5.0,0.9315068493150684
4,74,5.0,0.9324324324324325
4,75,2.0,0.9733333333333334
4,76,3.0,0.9605263157894737
4,77,2.0,0.974025974025974
4,78,2.0,0.9743589743589743
4,79,2.0,0.9746835443037974
4,80,1.0,0.9875
4,81,1.0,0.9876543209876543
4,82,1.0,0.9878048780487805
4,83,1.0,0.9879518072289156
4,84,1.0,0.9880952380952381
4,85,1.0,0.9882352941176471
4,86,1.0,0.9883720930232558
4,87,1.0,0.9885057471264368
4,88,1.0,0.9886363636363636
4,89,1.0,0.9887640449438202
4,90,1.0,0.9888888888888889
4,91,1.0,0.989010989010989
4,92,0.0,1.0
4,93,0.0,1.0
4,94,0.0,1.0
4,95,0.0,1.0
4,96,0.0,1.0
4,97,0.0,1.0
4,98,0.0,1.0
4,99,0.0,1.0
4,100,1.0,0.99
4,101,0.0,1.0
4,102,0.0,1.0
4,103,0.0,1.0
4,104,0.0,1.0
4,105,0.0,1.0
4,106,0.0,1.0
4,107,0.0,1.0
4,108,0.0,1.0
4,109,0.0,1.0
4,110,0.0,1.0
4,111,0.0,1.0
4,112,0.0,1.0
4,113,0.0,1.0
4,114,0.0,1.0
4,115,0.0,1.0
4,116,0.0,1.0
4,117,0.0,1.0
4,118,0.0,1.0
4,119,0.0,1.0
4,120,0.0,1.0
4,121,0.0,1.0
4,122,0.0,1.0
4,123,0.0,1.0
4,124,0.0,1.0
4,125,0.0,1.0
4,126,0.0,1.0
4,127,0.0,1.0
4,128,0.0,1.0
4,129,0.0,1.0
4,130,0.0,1.0
4,131,0.0,1.0
4,132,0.0,1.0
4,133,0.0,1.0
4,134,0.0,1.0
4,135,0.0,1.0
4,136,0.0,1.0
4,137,0.0,1.0
4,138,0.0,1.0
4,139,0.0,1.0
4,140,0.0,1.0
4,141,0.0,1.0
4,142,0.0,1.0
4,143,0.0,1.0
4,144,0.0,1.0
4,145,0.0,1.0
4,146,0.0,1.0
4,147,0.0,1.0
4,148,0.0,1.0
4,149,0.0,1.0
4,150,0.0,1.0
4,151,0.0,1.0
4,152,0.0,1.0
4,153,0.0,1.0
4,154,0.0,1.0
4,155,0.0,1.0
4,156,0.0,1.0
4,157,0.0,1.0
4,158,0.0,1.0
4,159,0.0,1.0
4,160,0.0,1.0
4,161,0.0,1.0
4,162,0.0,1.0
4,163,0.0,1.0
4,164,0.0,1.0
4,165,0.0,1.0
4,166,0.0,1.0
4,167,0.0,1.0
4,168,0.0,1.0
4,169,0.0,1.0
4,170,0.0,1.0
4,171,0.0,1.0
4,172,0.0,1.0
4,173,0.0,1.0
4,174,0.0,1.0
4,175,0.0,1.0
4,176,0.0,1.0
4,177,0.0,1.0
4,178,0.0,1.0
4,179,0.0,1.0
4,180,0.0,1.0
4,181,0.0,1.0
4,182,0.0,1.0
4,183,0.0,1.0
4,184,0.0,1.0
4,185,0.0,1.0
4,186,0.0,1.0
4,187,0.0,1.0
4,188,0.0,1.0
4,189,0.0,1.0
4,190,0.0,1.0
4,191,0.0,1.0
4,192,0.0,1.0
4,193,0.0,1.0
4,194,0.0,1.0
4,195,0.0,1.0
4,196,0.0,1.0
4,197,0.0,1.0
4,198,0.0,1.0
4,199,0.0,1.0
4,200,0.0,1.0
5,1,1.0,0.0
5,2,2.0,0.0
5,3,3.0,0.0
5,4,4.0,0.0
5,5,5.0,0.0
5,6,6.0,0.0
5,7,7.0,0.0
5,8,8.0,0.0
5,9,9.0,0.0
5,10,10.0,0.0
5,11,11.0,0.0
5,12,12.0,0.0
5,13,13.0,0.0
5,14,14.0,0.0
5,15,15.0,0.0
5,16,16.0,0.0
5,17,17.0,0.0
5,18,18.0,0.0
5,19,19.0,0.0
5,20,20.0,0.0
5,21,21.0,0.0
5,22,22.0,0.0
5,23,23.0,0.0
5,24,24.0,0.0
5,25,25.0,0.0
5,26,26.0,0.0
5,27,27.0,0.0
5,28,28.0,0.0
5,29,28.0,0.034482758620689655
5,30,29.0,0.03333333333333333
5,31,30.0,0.03225806451612903
5,32,31.0,0.03125
5,33,30.0,0.09090909090909091
5,34,31.0,0.08823529411764706
5,35,31.0,0.11428571428571428
5,36,32.0,0.1111111111111111
5,37,32.0,0.13513513513513514
5,38,33.0,0.13157894736842105
5,39,33.0,0.15384615384615385
5,40,31.0,0.225
5,41,31.0,0.24390243902439024
5,42,29.0,0.30952380952380953
5,43,26.0,0.3953488372093023
5,44,26.0,0.4090909090909091
5,45,24.0,0.4666666666666667
5,46,27.0,0.41304347826086957
5,47,27.0,0.425531914893617
5,48,26.0,0.4583333333333333
5,49,25.0,0.4897959183673469
5,50,23.0,0.54
5,51,21.0,0.5882352941176471
5,52,20.0,0.6153846153846154
5,53,19.0,0.6415094339622641
5,54,17.0,0.6851851851851852
5,55,15.0,0.7272727272727273
5,56,13.0,0.7678571428571429
5,57,14.0,0.7543859649122807
5,58,14.0,0.7586206896551724
5,59,9.0,0.847457627118644
5,60,6.0,0.9
5,61,9.0,0.8524590163934426
5,62,8.0,0.8709677419354839
5,63,4.0,0.9365079365079365
5,64,5.0,0.921875
5,65,8.0,0.8769230769230769
5,66,7.0,0.8939393939393939
5,67,4.0,0.9402985074626866
5,68,4.0,0.9411764705882353
5,69,1.0,0.9855072463768116
5,70,1.0,0.9857142857142858
5,71,2.0,0.971830985915493
5,72,1.0,0.9861111111111112
5,73,1.0,0.9863013698630136
5,74,1.0,0.9864864864864865
5,75,1.0,0.9866666666666667
5,76,1.0,0.9868421052631579
5,77,0.0,1.0
5,78,0.0,1.0
5,79,0.0,1.0
5,80,0.0,1.0
5,81,1.0,0.9876543209876543
5,82,0.0,1.0
5,83,0.0,1.0
5,84,0.0,1.0
5,85,0.0,1.0
5,86,0.0,1.0
5,87,0.0,1.0
5,88,0.0,1.0
5,89,0.0,1.0
5,90,0.0,1.0
5,91,0.0,1.0
5,92,0.0,1.0
5,93,0.0,1.0
5,94,0.0,1.0
5,95,0.0,1.0
5,96,0.0,1.0
5,97,0.0,1.0
5,98,0.0,1.0
5,99,0.0,1.0
5,100,0.0,1.0
5,101,0.0,1.0
5,102,0.0,1.0
5,103,0.0,1.0
5,104,0.0,1.0
5,105,0.0,1.0
5,106,0.0,1.0
5,107,0.0,1.0
5,108,0.0,1.0
5,109,0.0,1.0
5,110,0.0,1.0
5,111,0.0,1.0
5,112,0.0,1.0
5,113,0.0,1.0
5,114,0.0,1.0
5,115,0.0,1.0
5,116,0.0,1.0
5,117,0.0,1.0
5,118,0.0,1.0
5,119,0.0,1.0
5,120,0.0,1.0
5,121,0.0,1.0
5,122,0.0,1.0
5,123,0.0,1.0
5,124,0.0,1.0
5,125,0.0,1.0
5,126,0.0,1.0
5,127,0.0,1.0
5,128,0.0,1.0
5,129,0.0,1.0
5,130,0.0,1.0
5,131,0.0,1.0
5,132,0.0,1.0
5,133,0.0,1.0
5,134,0.0,1.0
5,135,0.0,1.0
5,136,0.0,1.0
5,137,0.0,1.0
5,138,0.0,1.0
5,139,0.0,1.0
5,140,0.0,1.0
5,141,0.0,1.0
5,142,0.0,1.0
5,143,0.0,1.0
5,144,0.0,1.0
5,145,0.0,1.0
5,146,0.0,1.0
5,147,0.0,1.0
5,148,0.0,1.0
5,149,0.0,1.0
5,150,0.0,1.0
5,151,0.0,1.0
5,152,0.0,1.0
5,153,0.0,1.0
5,154,0.0,1.0
5,155,0.0,1.0
5,156,0.0,1.0
5,157,0.0,1.0
5,158,0.0,1.0
5,159,0.0,1.0
5,160,0.0,1.0
5,161,0.0,1.0
5,162,0.0,1.0
5,163,0.0,1.0
5,164,0.0,1.0
5,165,0.0,1.0
5,166,0.0,1.0
5,167,0.0,1.0
5,168,0.0,1.0
5,169,0.0,1.0
5,170,0.0,1.0
5,171,0.0,1.0
5,172,0.0,1.0
5,173,0.0,1.0
5,174,0.0,1.0
5,175,0.0,1.0
5,176,0.0,1.0
5,177,0.0,1.0
5,178,0.0,1.0
5,179,0.0,1.0
5,180,0.0,1.0
5,181,0.0,1.0
5,182,0.0,1.0
5,183,0.0,1.0
5,184,0.0,1.0
5,185,0.0,1.0
5,186,0.0,1.0
5,187,0.0,1.0
5,188,0.0,1.0
5,189,0.0,1.0
5,190,0.0,1.0
5,191,0.0,1.0
5,192,0.0,1.0
5,193,0.0,1.0
5,194,0.0,1.0
5,195,0.0,1.0
5,196,0.0,1.0
5,197,0.0,1.0
5,198,0.0,1.0
5,199,0.0,1.0
5,200,0.0,1.0
